staff,master_ai_id,activity_number,permit_no,type_action_code,owner,company_name,received_date,incomplete_date,complete_date,issue_due_date,issue_revised_date,issue_date,deny_date,withdraw_date,close_date
Marisa Carrasco,39170,PRN20200001,8487R1,Notice of Intent ,Cimarex Energy Co of Colorado,Cimarex - Cascade 28 Federal 85H-86H Facility,3/2/2020 10:06,,,4/1/2020 0:00,4/1/2020 0:00,4/1/2020 11:49,,,
Allie Fullerton,39171,PRN20190001,8489,GCP - Oil and Gas,NGL Water Solutions Permian LLC,NGL - Sidewinder Salt Water Disposal,9/11/2019 14:07,,,10/11/2019 0:00,10/11/2019 0:00,10/3/2019 16:23,,,
Allie Fullerton,39172,PRN20190001,8488,GCP - Oil and Gas,NGL Water Solutions Permian LLC,NGL - Red Road Salt Water Disposal,9/11/2019 14:45,,,10/11/2019 0:00,10/11/2019 0:00,10/10/2019 16:24,,,
Arianna Espinoza,39173,PRN20190002,8486,GCP6 - New,Centennial Resource Development Inc,Centennial - Airstream 24 State Com CTB 2,9/11/2019 15:29,,,10/11/2019 0:00,10/11/2019 0:00,10/3/2019 8:59,,,
Arianna Espinoza,39173,PRN20200001,8486M1,GCP6 - Revision,Centennial Resource Development Inc,Centennial - Airstream 24 State Com CTB 2,5/27/2020 8:24,,,6/26/2020 0:00,6/26/2020 0:00,6/25/2020 16:23,,,
Arianna Espinoza,39173,PRN20190001,8486,Notice of Intent ,Centennial Resource Development Inc,Centennial - Airstream 24 State Com CTB 2,9/11/2019 15:23,,,10/11/2019 0:00,10/11/2019 0:00,10/3/2019 8:58,,,
Arianna Espinoza,39173,PRN20200002,8486R1,Notice of Intent ,Centennial Resource Development Inc,Centennial - Airstream 24 State Com CTB 2,6/3/2020 16:30,,,7/3/2020 0:00,7/3/2020 0:00,6/25/2020 16:23,,,
Deepika Saikrishnan,39173,PRN20200003,8486R2,Notice of Intent ,Centennial Resource Development Inc,Centennial - Airstream 24 State Com CTB 2,9/21/2020 16:24,,,10/21/2020 0:00,10/21/2020 0:00,10/21/2020 16:20,,,
Leslee Kimbrell,39175,PRN20190001,8490,GCP2-New ,Enviroworks LLC,Enviroworks - 440TPH Crusher - GCP2-8490,9/12/2019 16:02,,,10/12/2019 0:00,10/12/2019 0:00,10/7/2019 13:13,,,
Marvin Mascarenas,39178,PRN20190001,8491,Regular-New ,AerSale Inc,AerSale Component Solutions,9/13/2019 10:45,10/11/2019 9:03,12/10/2019 14:59,3/9/2020 0:00,3/9/2020 0:00,3/9/2020 10:22,,,
Deepika Saikrishnan,39179,PRN20190001,8492,GCP - Oil and Gas,EOG Resources Inc - Midland Division,EOG - Proclamation Localized Gas Lift Station,9/16/2019 14:51,,,10/16/2019 0:00,10/16/2019 0:00,10/15/2019 15:27,,,
Olivia Yu,39180,PRN20190001,8493,GCP - Oil and Gas,"Sendero Carlsbad Midstream, LLC",Sendero - Mosaic Compressor Station,9/16/2019 15:28,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 14:56,,,
Eric Peters,39181,PRN20190001,8502,Notice of Intent ,COG Operating LLC,COG - Fez West CTB,9/16/2019 16:25,,,10/16/2019 0:00,10/16/2019 0:00,9/24/2019 13:10,,,
Cristina Eads,39182,PRN20190001,8503,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Oxbow 26 25 W1DA Fed Com 1H Oil MT Battery,9/16/2019 16:34,,,10/16/2019 0:00,10/16/2019 0:00,9/23/2019 15:53,,,
Tasha Burns,39182,PRN20200001,8503R1,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Oxbow 26 25 W1DA Fed Com 1H Oil MT Battery,10/2/2020 16:13,,,11/1/2020 0:00,11/1/2020 0:00,10/29/2020 21:26,,,
Angela Raso,39183,PRN20190001,8501,Notice of Intent ,COG Operating LLC,COG - Bonaid Federal 17 D CTB,9/16/2019 8:33,,,10/16/2019 0:00,10/16/2019 0:00,10/15/2019 14:07,,,
Cristina Eads,39184,PRN20190001,8504,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Buffalo Trace 1 36 W1PA Fed 1H Battery,9/16/2019 9:00,,,10/16/2019 0:00,10/16/2019 0:00,9/24/2019 15:52,,,
Kathleen Primm,39184,PRN20200001,8504R1,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Buffalo Trace 1 36 W1PA Fed 1H Battery,9/25/2020 9:28,,,10/25/2020 0:00,10/25/2020 0:00,10/20/2020 15:05,,,
Rhonda Romero,39185,PRN20190001,8500,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Cottonwood 28-33 WCA No 3H and 4H and 2BS No 5H 6H and 7H Production Facility,9/16/2019 9:36,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 15:47,,,
Leslee Kimbrell,39186,PRN20190001,8499,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Cottonwood 29-32 2BS No 1H and 2H and WCA No 9H Production Facility,9/16/2019 9:41,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 18:09,,,
Joseph Mashburn,39187,PRN20190001,8495,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Outland State Unit 11-2 1BS No 1H Production Facility,9/16/2019 9:52,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 11:11,,,
Joseph Mashburn,39188,PRN20190001,8496,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Buffalo 12-1 Fed Com WCC No 6H Production Facility,9/16/2019 10:03,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 11:05,,,
Arianna Espinoza,39189,PRN20190001,8497,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Cottonwood 29-32 WCA No 3H and WCB No 4H Production Facility,9/16/2019 10:07,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 12:49,,,
Kathleen Primm,39190,PRN20190001,8498,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Spitfire 16 State WCB No 1H Production Facility,9/16/2019 10:42,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 13:29,,,
Kathleen Primm,39191,PRN20190001,8494,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Black River 3-10 Fed Com WCA No. 4H Production Facility,9/16/2019 10:53,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 13:32,,,
Arianna Espinoza,39192,PRN20190002,8505,GCP6 - New,Centennial Resource Development Inc,Centennial - Carne Asada State Com CTB 1,9/16/2019 8:57,,,10/16/2019 0:00,10/16/2019 0:00,10/16/2019 7:29,,,
Arianna Espinoza,39192,PRN20190001,8505,Notice of Intent ,Centennial Resource Development Inc,Centennial - Carne Asada State Com CTB 1,9/17/2019 8:50,,,10/17/2019 0:00,10/17/2019 0:00,10/16/2019 7:28,,,
Arianna Espinoza,39193,PRN20190001,8507,GCP - Oil and Gas,Devon Energy Production Company LP,Devon - Todd 36 CTB 1,9/17/2019 9:28,,,10/17/2019 0:00,10/17/2019 0:00,10/16/2019 7:26,,,
Rebecca Procter,39194,PRN20190001,8509,Regular-New ,XTO Energy Inc,XTO - Hawkeye Compressor Station,9/20/2019 10:45,,10/18/2019 14:46,1/16/2020 0:00,1/16/2020 0:00,1/16/2020 9:52,,,
Asheley Coriz,39195,PRN20190001,8511,GCP - Oil and Gas,EOG Resources Inc - Artesia Division,EOG - Lacama 20 State Com 602H,9/26/2019 15:46,,,10/26/2019 0:00,10/26/2019 0:00,10/25/2019 16:13,,,
Arianna Espinoza,39196,PRN20190001,8512,GCP - Oil and Gas,"Crestwood New Mexico, LLC",Crestwood - Howitzer Compressor Site,9/27/2019 9:45,,,10/27/2019 0:00,10/27/2019 0:00,10/24/2019 7:56,,,
Roslyn Higgin,39197,PRN20190001,8514,Notice of Intent ,Impetro Operating LLC,Impetro - Wildhog BWX State Com 1H,9/27/2019 16:41,,,10/27/2019 0:00,10/27/2019 0:00,10/23/2019 16:32,,,
Asheley Coriz,39198,PRN20190001,8516,Notice of Intent ,OXY USA Inc ,"OXY - Avogato 30-31 State No31H, 32H, 33H, 21H, 22H, 23H",9/30/2019 8:49,,,10/30/2019 0:00,10/30/2019 0:00,10/30/2019 17:16,,,
Roslyn Higgin,39199,PRN20190001,8513,Notice of Intent ,Impetro Operating LLC,Impetro - Prizehog BWX State Com 1H,9/27/2019 9:20,,,10/27/2019 0:00,10/27/2019 0:00,10/21/2019 15:17,,,
Angela Raso,39200,PRN20190001,8515,Notice of Intent ,Devon Energy Production Company LP,Devon - Lone Tree Draw 14 Wellpad 5,9/30/2019 9:36,,,10/30/2019 0:00,10/30/2019 0:00,10/23/2019 9:30,,,
Deepika Saikrishnan,39201,PRN20190001,8517,GCP - Oil and Gas,ConocoPhillips Company,East Vacuum Grayburg San Andres Unit Satellite 4,10/1/2019 15:34,,,10/31/2019 0:00,10/31/2019 0:00,10/31/2019 15:58,,,
Allie Fullerton,39202,PRN20190001,8519,Notice of Intent ,DJR Operating LLC - NM,DJR - Betonnie Tsosie Wash Unit A03-2208,10/2/2019 15:19,,,11/1/2019 0:00,11/1/2019 0:00,10/18/2019 15:24,,,
Arianna Espinoza,39202,PRN20200001,8519R1,Notice of Intent ,DJR Operating LLC - NM,DJR - Betonnie Tsosie Wash Unit A03-2208,7/10/2020 16:45,,,8/9/2020 0:00,8/9/2020 0:00,8/5/2020 13:33,,,
Allie Fullerton,39203,PRN20190001,8518,Notice of Intent ,DJR Operating LLC - NM,DJR - North Alamo Unit O30-2307,10/2/2019 16:01,,,11/1/2019 0:00,11/1/2019 0:00,10/18/2019 14:59,,,
Marisa Carrasco,39203,PRN20200001,8518R1,Notice of Intent ,DJR Operating LLC - NM,DJR - North Alamo Unit O30-2307,4/29/2020 15:27,,,5/29/2020 0:00,5/29/2020 0:00,5/29/2020 8:55,,,
Deepika Saikrishnan,39204,PRN20190001,8522,GCP5 - New,Van Eaton Ready Mix Inc.,Van Eaton - Conrete Batch Plant - GCP5-8522,10/3/2019 10:29,,,11/2/2019 0:00,11/2/2019 0:00,10/28/2019 16:23,,,
Arianna Espinoza,39204,PRN20200001,RE01 8522,Relocation,Van Eaton Ready Mix Inc.,Van Eaton - Conrete Batch Plant - GCP5-8522,9/30/2020 10:49,,,10/15/2020 0:00,10/15/2020 0:00,10/9/2020 9:38,,,
Todd Sherrill,39205,PRN20190001,8521,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Armstrong 26 25 W1IP Fed Com 1H Oil MT Battery,10/3/2019 14:24,,,11/2/2019 0:00,11/2/2019 0:00,10/30/2019 14:17,,,
Todd Sherrill,39206,PRN20190001,8520,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Boston 7 W0LI Fee 1H Oil MT Battery,10/3/2019 15:11,,,11/2/2019 0:00,11/2/2019 0:00,10/30/2019 14:15,,,
Allie Fullerton,39207,PRN20190001,8525,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Creedence 21 16 W1ED State Com 1H Battery,10/4/2019 15:29,,,11/3/2019 0:00,11/3/2019 0:00,10/8/2019 15:31,,,
Tasha Burns,39207,PRN20200001,8525R1,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Creedence 21 16 W1ED State Com 1H Battery,9/30/2020 15:48,,,10/30/2020 0:00,10/30/2020 0:00,10/28/2020 23:28,,,
Allie Fullerton,39208,PRN20190001,8524,Notice of Intent ,Mewbourne Oil Company,Mewbourne - South Loving 2 11 W0CF State 1H Oil MT Battery,10/4/2019 15:51,,,11/3/2019 0:00,11/3/2019 0:00,10/8/2019 14:52,,,
Allie Fullerton,39209,PRN20190001,8523,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Ibex 10 B3NC Fed Com 1H Oil MT Battery,10/4/2019 16:26,,,11/3/2019 0:00,11/3/2019 0:00,10/8/2019 16:07,,,
Leslee Kimbrell,39210,PRN20190001,8526,GCP - Oil and Gas,OXY USA Inc ,OXY - Salt Flat Microgrid,10/7/2019 10:37,,,11/6/2019 0:00,11/6/2019 0:00,11/4/2019 14:36,,,
Arianna Espinoza,39211,PRN20190001,8527,Notice of Intent ,DJR Operating LLC - NM,DJR - Nageezi Unit M30-2308,10/10/2019 9:23,,,11/9/2019 0:00,11/9/2019 0:00,11/7/2019 13:55,,,
Kathleen Primm,39211,PRN20200001,8527R1,Notice of Intent ,DJR Operating LLC - NM,DJR - Nageezi Unit M30-2308,8/10/2020 9:06,,,9/9/2020 0:00,9/9/2020 0:00,,,9/4/2020 14:45,
Asheley Coriz,39212,PRN20190001,8528,GCP - Oil and Gas,Novo Oil and Gas Northern Delaware LLC,Novo - Rana Salada E Pad,10/11/2019 16:40,,,11/10/2019 0:00,11/10/2019 0:00,11/8/2019 11:23,,,
Todd Sherrill,39213,PRN20190001,8529,GCP - Oil and Gas,Novo Oil and Gas Northern Delaware LLC,Novo - Rana Salada A Pad,10/11/2019 16:21,,,11/10/2019 0:00,11/10/2019 0:00,11/7/2019 13:43,,,
Leslee Kimbrell,39214,PRN20190001,8530,GCP - Oil and Gas,OXY USA Inc ,OXY - Height 6-7 311H and 312H ESP,10/15/2019 12:32,,,11/14/2019 0:00,11/14/2019 0:00,11/12/2019 14:59,,,
Leslee Kimbrell,39215,PRN20190001,8531,GCP - Oil and Gas,OXY USA Inc ,"OXY - Length 6-7 23H, 24H and Height 6-7 33H and 34H ESP",10/15/2019 12:56,,,11/14/2019 0:00,11/14/2019 0:00,11/4/2019 14:55,,,
Angela Raso,39216,PRN20190001,8532,Notice of Intent ,Devon Energy Production Company LP,Devon - Green Wave 20 Wellpad 3,10/16/2019 16:32,,,11/15/2019 0:00,11/15/2019 0:00,10/24/2019 9:27,,,
Leslee Kimbrell,39217,PRN20190002,8533R1,Administrative Revision ,Spur Energy Partners LLC,Spur - Hearse 36 State Com 6H Battery,11/22/2019 10:21,,,12/22/2019 0:00,12/22/2019 0:00,12/18/2019 15:31,,,
Cristina Eads,39217,PRN20190001,8533,Notice of Intent ,Spur Energy Partners LLC,COG - Hearse 32 State Com 6H Battery,10/17/2019 9:58,,,11/16/2019 0:00,11/16/2019 0:00,10/30/2019 16:32,,,
Cristina Eads,39218,PRN20190001,8534,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Paduca 7 6 W1GB Fed Com 1H Battery,10/18/2019 12:18,,,11/17/2019 0:00,11/17/2019 0:00,10/31/2019 16:30,,,
Allie Fullerton,39219,PRN20190001,8537,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Jennings 27 W0AP Fed Com 3H Oil MT Battery,10/21/2019 10:27,,,11/20/2019 0:00,11/20/2019 0:00,10/24/2019 10:58,,,
Allie Fullerton,39220,PRN20190001,8536,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Pavo Frio 29 28 B2GH Fed Com 1H Oil MT Battery,10/21/2019 11:12,,,11/20/2019 0:00,11/20/2019 0:00,10/25/2019 10:45,,,
Indiana Madrid,39220,PRN20200001,8536R1,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Pavo Frio 29 28 B2GH Fed Com 1H Oil MT Battery,3/11/2020 9:32,,,4/10/2020 0:00,4/10/2020 0:00,4/10/2020 17:03,,,
Arianna Espinoza,39220,PRN20200002,8536R2,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Pavo Frio 29 28 B2GH Fed Com 1H Oil MT Battery,10/16/2020 12:31,,,11/15/2020 0:00,11/15/2020 0:00,11/12/2020 15:20,,,
Leslee Kimbrell,39221,PRN20190001,8538,GCP - Oil and Gas,XTO Energy Inc,XTO - Big Eddy Unit DI BlueBird Tank Battery,10/21/2019 11:45,,,11/20/2019 0:00,11/20/2019 0:00,,,11/8/2019 8:13,
Leslee Kimbrell,39221,PRN20190002,8538,GCP - Oil and Gas,XTO Energy Inc,XTO - Big Eddy Unit DI BlueBird Tank Battery,12/2/2019 16:32,,,1/1/2020 0:00,1/1/2020 0:00,12/30/2019 15:17,,,
Kathleen Primm,39222,PRN20190001,8535,GCP - Oil and Gas,Marathon Oil Permian LLC,Marathon - Charlie Murphy 6 Fed CTB,10/21/2019 12:32,,,11/20/2019 0:00,11/20/2019 0:00,11/20/2019 12:33,,,
Joseph Mashburn,39223,PRN20190001,8539,GCP - Temp Control Minor,OXY USA Inc ,OXY - GCP-TC-8539,9/24/2019 12:42,,,10/24/2019 0:00,10/24/2019 0:00,10/23/2019 12:12,,,
Joseph Mashburn,39223,PRN20190002,RE01 8539,Relocation,OXY USA Inc ,OXY - GCP-TC-8539,11/26/2019 14:25,,,12/11/2019 14:25,12/11/2019 14:25,12/10/2019 8:28,,,
Allie Fullerton,39224,PRN20190001,8541,Notice of Intent ,Marshall & Winston,Marshall & Winston - HI Bob Federal No. 1H,10/22/2019 11:02,,,11/21/2019 0:00,11/21/2019 0:00,11/20/2019 9:23,,,
Arianna Espinoza,39225,PRN20190001,8540,GCP3-New ,Constructors Inc,Constructors Inc - 600 TPH Asphalt Plant - GCP3-8540,10/22/2019 11:56,,,11/21/2019 0:00,11/21/2019 0:00,11/13/2019 12:21,,,
Deepika Saikrishnan,39225,PRN20190002,RE01 8540,Relocation,Constructors Inc,Constructors Inc - 600 TPH Asphalt Plant - GCP3-8540,12/5/2019 15:54,,,12/20/2019 0:00,12/20/2019 0:00,12/20/2019 10:57,,,
Arianna Espinoza,39225,PRN20200001,RE02 8540,Relocation,Constructors Inc,Constructors Inc - 600 TPH Asphalt Plant - GCP3-8540,3/30/2020 11:38,,,4/14/2020 0:00,4/14/2020 0:00,4/14/2020 8:28,,,
Deepika Saikrishnan,39225,PRN20200002,RE03 8540,Relocation,Constructors Inc,Constructors Inc - 600 TPH Asphalt Plant - GCP3-8540,12/18/2020 9:53,,,1/2/2021 0:00,1/2/2021 0:00,,,12/29/2020 12:49,
Allie Fullerton,39226,PRN20190001,8542,Notice of Intent ,Devon Energy Production Company LP,Devon - Green Wave 20 Wellpad 5,10/24/2019 14:16,,,11/23/2019 0:00,11/23/2019 0:00,10/30/2019 15:46,,,
Allie Fullerton,39227,PRN20190001,8543,Notice of Intent ,"H L Brown Operating, LLC",HL Brown - Federal C No2,10/24/2019 16:01,,,11/23/2019 0:00,11/23/2019 0:00,11/13/2019 9:22,,,
Allie Fullerton,39228,PRN20190001,8544,Notice of Intent ,"H L Brown Operating, LLC",HL Brown - Federal G No1,10/24/2019 16:31,,,11/23/2019 0:00,11/23/2019 0:00,11/13/2019 9:40,,,
Julie Kuhn,39229,PRN20200001,8545M1,GCP - Oil and Gas,Centennial Resource Development Inc,Centennial - Hagberry 9 State Com 501H,12/4/2020 13:49,,,1/3/2021 0:00,1/3/2021 0:00,12/30/2020 11:44,,,
Arianna Espinoza,39229,PRN20190002,8545,GCP6 - New,Centennial Resource Development Inc,Centennial - Hagberry 9 State Com 501H,10/28/2019 14:47,,,11/27/2019 0:00,11/27/2019 0:00,11/21/2019 7:42,,,12/30/2020 11:46
Arianna Espinoza,39229,PRN20190001,8545,Notice of Intent ,Centennial Resource Development Inc,Centennial - Hagberry 9 State Com 501H,10/28/2019 14:41,,,11/27/2019 0:00,11/27/2019 0:00,11/21/2019 7:40,,,12/30/2020 11:46
Asheley Coriz,39230,PRN20190001,8546,GCP - Oil and Gas,Marathon Oil Permian LLC,Marathon - Hades 2 State Com 1H 3H 5H,10/31/2019 11:27,,,11/30/2019 0:00,11/30/2019 0:00,11/27/2019 10:00,,,
Allie Fullerton,39239,PRN20190001,8547,Notice of Intent ,Marathon Oil Permian LLC,Marathon - Willow Lake 15 Com 1,11/4/2019 8:38,,,12/4/2019 0:00,12/4/2019 0:00,11/12/2019 14:53,,,
Allie Fullerton,39240,PRN20190001,8548,Notice of Intent ,ETC Texas Pipeline LTD,ETC - Red Hills Tank Battery,11/5/2019 11:35,,,12/5/2019 0:00,12/5/2019 0:00,11/22/2019 12:02,,,
Asheley Coriz,39241,PRN20190001,8549,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Grama Ridge East 34 State Com 3BS No 4H and 5H Production Facility,11/5/2019 14:29,,,12/5/2019 0:00,12/5/2019 0:00,,,11/20/2019 15:11,
Asheley Coriz,39241,PRN20200001,8549,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Grama Ridge East 34 State Com 3BS No 4H and 5H Production Facility,1/24/2020 8:24,,,2/23/2020 0:00,2/23/2020 0:00,,2/20/2020 15:08,,
Marvin Mascarenas,39242,PRN20190001,8551,GCP - Oil and Gas,Chisholm Energy Operating LLC,"Chisholm - Salt Draw 10 State Com WCA No 3H, WCB No 2H and 3BS No 4H Production Facility",11/5/2019 14:51,,,12/5/2019 0:00,12/5/2019 0:00,,,11/20/2019 14:59,
Marvin Mascarenas,39242,PRN20200001,8551,GCP - Oil and Gas,Chisholm Energy Operating LLC,"Chisholm - Salt Draw 10 State Com WCB No 2H, WCA No 3H and 3BS 4H Production Facility",11/30/2020 17:17,,,12/30/2020 0:00,12/30/2020 0:00,12/29/2020 9:56,,,
Kathleen Primm,39243,PRN20190001,8550,GCP - Oil and Gas,Chisholm Energy Operating LLC,Chisholm - Ocotillo 6-31 State Com WCB No 2H Production Facility,11/5/2019 15:27,,,12/5/2019 0:00,12/5/2019 0:00,,,11/20/2019 13:48,
Leslee Kimbrell,39244,PRN20190001,8555,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Ibex 10 B3OB Pronghorn 15 B3BO Fed Com 1H Oil MT Battery,11/7/2019 11:05,,,12/7/2019 0:00,12/7/2019 0:00,12/6/2019 11:38,,,
Leslee Kimbrell,39245,PRN20190001,8554,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Ghost Rider 25 35 W0AP Fed Com 1H Oil MT Battery,11/7/2019 11:34,,,12/7/2019 0:00,12/7/2019 0:00,12/6/2019 11:34,,,
Joseph Kimbrell,39246,PRN20190001,8556,No Permit Required,GEM Mobile Treatment Services Inc.,GEM Mobile Treatment Services Inc,11/7/2019 12:00,,,,,,,11/14/2019 10:07,
Leslee Kimbrell,39247,PRN20190001,8553,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Sundown 31 32 W0DE Fee 1H Battery,11/7/2019 12:01,,,12/7/2019 0:00,12/7/2019 0:00,12/6/2019 11:23,,,
Joseph Mashburn,39248,PRN20190001,8552,GCP - Oil and Gas,XTO Energy Inc,XTO - Big Eddy Unit DI 32/33 Tank Battery,11/6/2019 13:41,,,12/6/2019 0:00,12/6/2019 0:00,12/5/2019 10:11,,,
Deepika Saikrishnan,39249,PRN20190001,8558,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Rock Spur 27 W2AP State 1H Oil MT Battery,11/8/2019 9:43,,,12/8/2019 0:00,12/8/2019 0:00,12/5/2019 14:24,,,
Deepika Saikrishnan,39250,PRN20190001,8557,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Oryx 14 B3DM Fed Com 1H Oil MT Battery,11/8/2019 10:09,,,12/8/2019 0:00,12/8/2019 0:00,12/5/2019 13:51,,,
Leslee Kimbrell,39252,PRN20190001,8565,Notice of Intent ,COG Operating LLC,COG - Way South 31 B CTB,11/13/2019 17:37,,,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 14:54,,,
Allie Fullerton,39253,PRN20190001,8560,GCP - Oil and Gas,EOG Resources Inc - Artesia Division,EOG - Fairlane 22 Federal 601H,11/12/2019 7:40,,,12/12/2019 0:00,12/12/2019 0:00,12/3/2019 12:33,,,
Asheley Coriz,39254,PRN20190001,8567,GCP - Oil and Gas,EOG Resources Inc - Midland Division,EOG - Getty 5 Fed Com CTB,11/13/2019 8:24,,,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 17:33,,,
Joseph Mashburn,39255,PRN20190001,8559,GCP - Oil and Gas,Salt Creek Midstream LLC,Salt Creek - Welcome to Golden Compressor Station,11/12/2019 8:51,,,12/12/2019 0:00,12/12/2019 0:00,12/12/2019 9:43,,,
Joseph Mashburn,39255,PRN20200001,8559M1,GCP - Oil and Gas Revision,Salt Creek Midstream LLC,Salt Creek - Welcome to Golden Compressor Station,12/2/2020 13:33,,,1/1/2021 0:00,1/1/2021 0:00,12/28/2020 13:03,,,
Todd Sherrill,39256,PRN20190001,8566,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Pavo Frio 29 30 B2FE Fed Com 1H Oil MT Battery,11/13/2019 9:23,,,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 10:38,,,
Tasha Burns,39256,PRN20200001,8566R1,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Pavo Frio 29 30 B2FE Fed Com 1H Oil MT Battery,11/9/2020 11:12,,,12/9/2020 0:00,12/9/2020 0:00,12/11/2020 14:12,,,
Joseph Mashburn,39257,PRN20190001,8562,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Gazelle 22 B3MD Fed Com 1H Oil MT Battery,11/12/2019 10:04,,,12/12/2019 10:04,12/12/2019 10:04,12/11/2019 16:03,,,
Joseph Mashburn,39258,PRN20190001,8564,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Antelope 9 B3PA State Com 1H Oil MT Battery,11/12/2019 10:19,,,12/12/2019 0:00,12/12/2019 0:00,12/11/2019 12:17,,,
Joseph Mashburn,39259,PRN20190001,8563,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Dolly Varden 25 24 B2ED Fed Com 1H Battery,11/12/2019 10:37,,,12/12/2019 0:00,12/12/2019 0:00,12/11/2019 16:36,,,
Deepika Saikrishnan,39260,PRN20190001,8572,GCP - Oil and Gas,XTO Energy Inc,XTO - James Ranch Unit DI 8 Tank Battery,11/15/2019 17:35,,,12/15/2019 0:00,12/15/2019 0:00,12/13/2019 17:05,,,
Leslee Kimbrell,39261,PRN20190001,8573,GCP - Oil and Gas,XTO Energy Inc,XTO - James Ranch Unit 12,11/15/2019 8:14,,,12/15/2019 0:00,12/15/2019 0:00,12/13/2019 15:48,,,
Todd Sherrill,39261,PRN20200001,8573M1,GCP - Oil and Gas Revision,XTO Energy Inc,XTO - James Ranch Unit 12,8/7/2020 14:11,,,9/6/2020 0:00,9/6/2020 0:00,9/2/2020 8:52,,,
Leslee Kimbrell,39262,PRN20190001,8568,GCP2-New ,AG Sand and Gravel,AG Sand - 500 TPH Screening Plant - GCP2-8568,11/14/2019 8:47,,,12/14/2019 0:00,12/14/2019 0:00,12/13/2019 12:46,,,
Allie Fullerton,39263,PRN20190001,8571,Notice of Intent ,Apache Corporation,Apache - Warn State AC2,11/14/2019 9:25,,,12/14/2019 0:00,12/14/2019 0:00,12/4/2019 12:51,,,
Allie Fullerton,39264,PRN20190001,8569,Notice of Intent ,Apache Corporation,Apache - Lusk SE 34 Fed 2 and 3,11/14/2019 9:43,,,12/14/2019 0:00,12/14/2019 0:00,12/4/2019 16:30,,,
Allie Fullerton,39265,PRN20190001,8570,Notice of Intent ,Apache Corporation,Apache - Barnsdall Fed,11/14/2019 10:01,,,12/14/2019 0:00,12/14/2019 0:00,12/6/2019 13:11,,,
Leslee Kimbrell,39266,PRN20190001,8577,Notice of Intent ,Mewbourne Oil Company,Mewbourne - Red Hills West 22 W1DM Fed 3H Oil MT Battery,11/18/2019 14:58,,,12/18/2019 0:00,12/18/2019 0:00,12/6/2019 11:38,,,
Marvin Mascarenas,39267,PRN20190001,8574,GCP - Oil and Gas,"Delaware Basin Midstream, LLC",Delaware - Ghost Central Gathering Facility,11/18/2019 15:38,,,12/18/2019 0:00,12/18/2019 0:00,12/17/2019 13:50,,,
Asheley Coriz,39267,PRN20200001,8574M1,GCP - Oil and Gas Revision,"Delaware Basin Midstream, LLC",Delaware - Ghost Central Gathering Facility,7/15/2020 16:24,,,8/14/2020 0:00,8/14/2020 0:00,8/14/2020 19:47,,,
