,id,name,type_code,type,status_code,status,ogrid,ogrid_name,district_code,district,county_code,county,ulstr,latitude,longitude,projection,directional_status,details,files,status2,symbology,year_spudded,spud_date,measured_vertical_depth,true_vertical_depth,pool_id_list,effective_date,plug_date,GlobalID,geometry
107286,30-045-24421,MERRY MAY #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,I-24-24N-10W,36.2973518,-107.8419037,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24421&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045244210000&GISReferenceSource=ArcGISOnline,A,OA,1980.0,1980-09-19 00:00:00+00:00,6210.0,6210.0,[5890] BISTI LOWER-GALLUP (O),1981-05-01 00:00:00+00:00,,{8D9FCACD-9703-4C83-8580-88C344C3ACCB},POINT (-107.8419037 36.29735180000006)
107295,30-045-26767,WITTY #006,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,K-12-23N-10W,36.2397041,-107.8513489,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26767&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045267670000&GISReferenceSource=ArcGISOnline,A,OA,1987.0,1987-03-23 00:00:00+00:00,4830.0,4830.0,"[5860] BISTI, S-GALLUP (O)",1987-08-01 00:00:00+00:00,,{92197D89-E91E-45A0-9C87-4B13D64DC772},POINT (-107.8513488999999 36.23970410000004)
107632,30-045-35524,LYBROOK O35 2308 #002H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,O-35-23N-08W,36.1768265,-107.6467667,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35524&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355240000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-10-15 00:00:00+00:00,10400.0,0.0,[1039] ALAMITO-GALLUP (O),2019-04-01 00:00:00+00:00,,{E86BF003-995F-400D-9C1D-DEB73B5DEE82},POINT (-107.6467666999999 36.17682650000006)
107735,30-045-26498,OKTOBERFEST #001,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,A-36-24N-10W,36.2752876,-107.8417358,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26498&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045264980000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-10-16 00:00:00+00:00,5250.0,5250.0,"[5860] BISTI, S-GALLUP (O)",1986-01-01 00:00:00+00:00,,{0DB62B6D-C4E5-4826-A846-2D2BF5122326},POINT (-107.8417358 36.27528760000007)
107796,30-045-35365,LYBROOK I02 2308 #001H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,I-02-23N-08W,36.2552223,-107.6446304,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35365&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045353650000&GISReferenceSource=ArcGISOnline,A,OA,2013.0,2013-05-11 00:00:00+00:00,9415.0,5445.0,[47540] NAGEEZI GALLUP; [97232] BASIN MANCOS,2019-04-01 00:00:00+00:00,,{35A91972-D4C2-4873-ACC5-835EC15D1442},POINT (-107.6446304 36.25522230000007)
107901,30-045-26536,FEDERAL NDP A #002,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,P-11-24N-08W,36.3237953,-107.6455688,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26536&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045265360000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-09-16 00:00:00+00:00,6174.0,6174.0,[22619] ESCRITO GALLUP (ASSOCIATED),2018-11-26 00:00:00+00:00,,{28A4BD73-E79A-4677-845F-552307550E1D},POINT (-107.6455688 36.32379530000003)
107985,30-045-35499,CHACO 2408 25M #237H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,M-25-24N-08W,36.2787666,-107.6412506,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35499&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354990000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-05-05 00:00:00+00:00,10644.0,10547.0,[42289] LYBROOK GALLUP,2018-04-19 00:00:00+00:00,,{FD991A97-EFFA-46B5-9F8A-EE586E1E40E8},POINT (-107.6412506 36.27876660000004)
108022,30-045-33935,TURTLE MOUNTAIN 35 #001,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,H-35-24N-08W,36.2726135,-107.6434402,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-33935&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045339350000&GISReferenceSource=ArcGISOnline,A,OA,2007.0,2007-06-30 00:00:00+00:00,5742.0,5742.0,[42289] LYBROOK GALLUP,2019-07-01 00:00:00+00:00,,{D7FD88B4-C315-4A19-AD2D-B5F34749080D},POINT (-107.6434402 36.27261350000003)
108040,30-045-26545,WITTY #005,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,A-12-23N-10W,36.2471085,-107.8420334,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-26545&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045265450000&GISReferenceSource=ArcGISOnline,A,OA,1985.0,1985-10-09 00:00:00+00:00,5000.0,5000.0,"[5860] BISTI, S-GALLUP (O)",1985-11-01 00:00:00+00:00,,{C0C2F8DA-4003-4918-B338-FB965278AF4B},POINT (-107.8420334 36.24710850000002)
108351,30-045-35476,GOOD TIMES P36 2410 #001H,O    ,Oil,A,Active,371838,"DJR OPERATING, LLC",3,Aztec,45,San Juan,I-36-24N-10W,36.2669296,-107.8400421,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35476&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354760000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-05-13 00:00:00+00:00,9417.0,0.0,"[5860] BISTI, S-GALLUP (O); [97232] BASIN MANCOS",2019-04-01 00:00:00+00:00,,{AC0FACA4-8356-49BB-91D8-30FF182CAC55},POINT (-107.8400420999999 36.26692960000003)
109236,30-045-25735,SMITH #005,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,C-13-24N-08W,36.3188972,-107.6365204,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25735&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257350000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-07-06 00:00:00+00:00,6200.0,6200.0,[22619] ESCRITO GALLUP (ASSOCIATED),2018-03-09 00:00:00+00:00,,{55967488-406B-444B-B0E7-A12CA3491174},POINT (-107.6365203999999 36.31889720000004)
109239,30-045-25219,SOUTH BLANCO FEDERAL 26 #004,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,C-26-24N-08W,36.2906876,-107.6523895,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25219&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045252190000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-01-16 00:00:00+00:00,5680.0,5680.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{25AAE339-EF56-42A6-BB68-DA7764FC68FC},POINT (-107.6523895 36.29068760000007)
109295,30-045-24439,JEFFERS FEDERAL 2 #023,O    ,Oil,A,Active,6515,DUGAN PRODUCTION CORP,3,Aztec,45,San Juan,K-02-23N-08W,36.2536888,-107.6544647,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24439&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045244390000&GISReferenceSource=ArcGISOnline,A,OA,1980.0,1980-06-14 00:00:00+00:00,6494.0,5370.0,[47540] NAGEEZI GALLUP; [71629] BASIN FRUITLAND COAL (GAS),1980-11-01 00:00:00+00:00,,{19C48218-7D0E-4FC2-A0A7-B472BE44E7A3},POINT (-107.6544646999999 36.25368880000008)
109541,30-045-35642,CROW MESA 24 08 2 #003H,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,I-02-24N-08W,36.339345,-107.645048,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35642&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045356420000&GISReferenceSource=ArcGISOnline,A,OA,2015.0,2015-08-13 00:00:00+00:00,11590.0,6113.0,[19859] DUFERS POINT-GALLUP DAKOTA,2016-07-28 00:00:00+00:00,,{4F49F9AA-669B-4F54-BFE9-49F62C8F9ED8},POINT (-107.645048 36.33934500000004)
109553,30-045-21645,SMITH #004,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,F-13-24N-08W,36.3158875,-107.6369934,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-21645&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045216450000&GISReferenceSource=ArcGISOnline,A,OA,1975.0,1975-05-13 00:00:00+00:00,5935.0,5935.0,[22619] ESCRITO GALLUP (ASSOCIATED),2018-03-09 00:00:00+00:00,,{1EEEE9CB-2B03-49C3-BE7D-1C05C59F583C},POINT (-107.6369933999999 36.31588750000003)
109554,30-045-25274,STATE OF NEW MEXICO 36 #024,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,N-36-24N-08W,36.2657509,-107.6359863,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25274&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045252740000&GISReferenceSource=ArcGISOnline,A,OA,1982.0,1982-01-09 00:00:00+00:00,5701.0,5701.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{3A74398F-95D4-475A-B510-D6F9270D4C44},POINT (-107.6359863 36.26575090000006)
109901,30-045-25201,F 13 24 10 #001,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,B-13-24N-10W,36.3185844,-107.8448563,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25201&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045252010000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-12-19 00:00:00+00:00,5640.0,5640.0,[5890] BISTI LOWER-GALLUP (O),2016-07-28 00:00:00+00:00,,{F812AE58-D7D4-4BFE-A1B8-9E5832E13D5B},POINT (-107.8448562999999 36.31858440000008)
109959,30-045-25273,STATE OF NEW MEXICO 36 #014,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,M-36-24N-08W,36.2657242,-107.6395798,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25273&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045252730000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-12-29 00:00:00+00:00,5700.0,5700.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{B7A61DA7-01F7-49BA-9CA0-5B5D3B276E04},POINT (-107.6395798 36.26572420000008)
109978,30-045-35641,CROW MESA 24 08 2 #004H,O    ,Oil,A,Active,289408,"LOGOS OPERATING, LLC",3,Aztec,45,San Juan,I-02-24N-08W,36.339208,-107.645056,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35641&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045356410000&GISReferenceSource=ArcGISOnline,A,OA,2015.0,2015-08-10 00:00:00+00:00,11555.0,6198.0,[19859] DUFERS POINT-GALLUP DAKOTA,2016-07-28 00:00:00+00:00,,{3A210B13-262A-4EE8-9459-515BB0A60135},POINT (-107.645056 36.33920800000004)
110218,30-045-35474,NW LYBROOK UNIT #143H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,P-36-24N-08W,36.2656975,-107.6250381,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35474&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354740000&GISReferenceSource=ArcGISOnline,A,OA,2013.0,2013-09-21 00:00:00+00:00,10505.0,10400.0,[42289] LYBROOK GALLUP; [98101] LYBROOK UNIT NW HZ (OIL),2018-04-19 00:00:00+00:00,,{89FA51CE-C0F3-4470-B99B-A9390F6600E5},POINT (-107.6250381 36.26569750000004)
110225,30-045-35529,NW LYBROOK UNIT #289H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,M-25-24N-08W,36.2787476,-107.6411057,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35529&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355290000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-04-28 00:00:00+00:00,12029.0,11938.0,[42289] LYBROOK GALLUP; [98101] LYBROOK UNIT NW HZ (OIL),2018-04-19 00:00:00+00:00,,{4E22DB1C-38ED-4FD8-803A-933B9754A7AA},POINT (-107.6411057 36.27874760000003)
110309,30-045-35420,LOGOS #004,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,C-01-23N-08W,36.2601051,-107.6344223,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35420&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045354200000&GISReferenceSource=ArcGISOnline,A,OA,2013.0,2013-12-27 00:00:00+00:00,6364.0,6315.0,[42289] LYBROOK GALLUP; [97232] BASIN MANCOS,2018-04-19 00:00:00+00:00,,{84FFAA22-E093-43BC-A820-FCB67E531F5F},POINT (-107.6344223 36.26010510000003)
110836,30-045-24901,STATE OF NEW MEXICO 36 #021,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,C-36-24N-08W,36.2764359,-107.6354752,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24901&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045249010000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-05-12 00:00:00+00:00,5735.0,5735.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{3A4402C0-FC3D-4AA2-8F38-75CFDAA6BA0E},POINT (-107.6354752 36.27643590000002)
110839,30-045-27639,SOUTH BLANCO STATE 36 #006,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,J-36-24N-08W,36.2687874,-107.6299744,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-27639&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045276390000&GISReferenceSource=ArcGISOnline,A,OA,1990.0,1990-10-16 00:00:00+00:00,5670.0,5670.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{D57FD6F4-3BB4-40E3-AD55-F22766FF5E41},POINT (-107.6299744 36.26878740000006)
110902,30-045-05108,ESCRITO GALLUP UNIT #019,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,I-13-24N-08W,36.3111649,-107.6274261,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-05108&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045051080000&GISReferenceSource=ArcGISOnline,A,OA,1960.0,1960-07-28 00:00:00+00:00,5912.0,5912.0,[22619] ESCRITO GALLUP (ASSOCIATED),2018-03-09 00:00:00+00:00,,{2615B997-3911-4DCB-9E94-3CC6AA58B966},POINT (-107.6274261 36.31116490000005)
110911,30-045-35564,CHACO 2308 11A #407H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,A-11-23N-08W,36.24789218,-107.64566965,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35564&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355640000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-11-22 00:00:00+00:00,10753.0,10662.0,[97232] BASIN MANCOS,2018-04-19 00:00:00+00:00,,{934015DC-B3B8-4EDE-9804-13B0B62930FB},POINT (-107.6456696499999 36.24789218000006)
111041,30-045-28281,SOUTH BLANCO FEDERAL 25 #008,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,C-25-24N-08W,36.2914658,-107.6367188,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28281&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045282810000&GISReferenceSource=ArcGISOnline,A,OA,1990.0,1990-10-22 00:00:00+00:00,5884.0,5884.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{CD32F7F9-2377-45D2-BB25-BF258D1F5B7A},POINT (-107.6367188 36.29146580000003)
111042,30-045-25752,NANCY #005,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,K-12-24N-08W,36.3263016,-107.6362991,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-25752&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045257520000&GISReferenceSource=ArcGISOnline,A,OA,1983.0,1983-07-16 00:00:00+00:00,7071.0,7071.0,[19859] DUFERS POINT-GALLUP DAKOTA,2018-03-09 00:00:00+00:00,,{3E2F3D05-6E1A-4DD5-B8FB-2362BFD9EBEE},POINT (-107.6362991 36.32630160000008)
111164,30-045-28164,SOUTH BLANCO FEDERAL 25 #010,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,H-25-24N-08W,36.2866096,-107.6257324,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-28164&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045281640000&GISReferenceSource=ArcGISOnline,A,OA,1990.0,1990-09-30 00:00:00+00:00,5845.0,5845.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{AB60C1B5-8C78-487A-B74E-11F3FB7AB112},POINT (-107.6257323999999 36.28660960000008)
111622,30-045-35507,NW LYBROOK UNIT #131H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,M-25-24N-08W,36.2787552,-107.6411819,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35507&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045355070000&GISReferenceSource=ArcGISOnline,A,OA,2014.0,2014-04-30 00:00:00+00:00,10921.0,10837.0,[42289] LYBROOK GALLUP; [98101] LYBROOK UNIT NW HZ (OIL),2018-04-19 00:00:00+00:00,,{9F627C1D-563D-4377-AA4A-F6F53EBF8A0F},POINT (-107.6411819 36.27875520000003)
112082,30-045-35623,NW LYBROOK UNIT #133H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,O-36-24N-08W,36.265554,-107.632825,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35623&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045356230000&GISReferenceSource=ArcGISOnline,A,OA,2015.0,2015-02-25 00:00:00+00:00,13741.0,13627.0,[98101] LYBROOK UNIT NW HZ (OIL),2018-04-19 00:00:00+00:00,,{6E44D2F5-D915-48A1-89BB-E103E1554BCF},POINT (-107.632825 36.26555400000007)
112083,30-045-35622,NW LYBROOK UNIT #134H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,O-36-24N-08W,36.26555054,-107.63277039,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35622&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045356220000&GISReferenceSource=ArcGISOnline,A,OA,2015.0,2015-02-26 00:00:00+00:00,13418.0,13314.0,[98101] LYBROOK UNIT NW HZ (OIL),2018-04-19 00:00:00+00:00,,{9138B495-751A-4BD9-9981-940378926FCC},POINT (-107.63277039 36.26555054000005)
112095,30-045-27640,SOUTH BLANCO STATE 36 #007,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,O-36-24N-08W,36.2647591,-107.6306992,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-27640&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045276400000&GISReferenceSource=ArcGISOnline,A,OA,1990.0,1990-10-27 00:00:00+00:00,5670.0,5670.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{56F50D2C-2C3B-4379-A23B-C34DDED50639},POINT (-107.6306992 36.26475910000005)
112100,30-045-31954,FEDERAL 35 #043R,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,I-35-24N-08W,36.2691345,-107.6441193,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-31954&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045319540000&GISReferenceSource=ArcGISOnline,A,OA,2005.0,2005-08-24 00:00:00+00:00,5655.0,5655.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{095F01B4-6A9B-4099-A6E6-616D8E195992},POINT (-107.6441192999999 36.26913450000006)
112957,30-045-35625,NW LYBROOK UNIT #132H,O    ,Oil,A,Active,372286,"ENDURING RESOURCES, LLC",3,Aztec,45,San Juan,F-36-24N-08W,36.272791,-107.636914,NAD83,H,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-35625&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045356250000&GISReferenceSource=ArcGISOnline,A,OA,2015.0,2015-05-26 00:00:00+00:00,11187.0,11098.0,[98101] LYBROOK UNIT NW HZ (OIL),2018-04-19 00:00:00+00:00,,{A8D2F8FC-57F4-4CA0-A5A6-D48CC6C269A0},POINT (-107.636914 36.27279100000004)
112992,30-045-24900,STATE OF NEW MEXICO 36 #031,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,B-36-24N-08W,36.2771263,-107.631279,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-24900&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045249000000&GISReferenceSource=ArcGISOnline,A,OA,1981.0,1981-04-01 00:00:00+00:00,5750.0,5750.0,[42289] LYBROOK GALLUP,2019-04-25 00:00:00+00:00,,{64446D9E-820C-42B8-8669-AEA595B61C2D},POINT (-107.6312789999999 36.27712630000008)
113065,30-045-21743,ESCRITO GALLUP UNIT #021,O    ,Oil,A,Active,372834,"EPIC ENERGY, L.L.C.",3,Aztec,45,San Juan,H-13-24N-08W,36.3158417,-107.6284866,NAD83,V,https://wwwapps.emnrd.state.nm.us/ocd/ocdpermitting/Data/WellDetails.aspx?api=30-045-21743&GISReferenceSource=ArcGISOnline,http://ocdimage.emnrd.state.nm.us/imaging/WellFileView.aspx?RefType=WF&RefID=30045217430000&GISReferenceSource=ArcGISOnline,A,OA,1975.0,1975-05-03 00:00:00+00:00,6000.0,6000.0,[22619] ESCRITO GALLUP (ASSOCIATED),2018-03-09 00:00:00+00:00,,{AAC11ADF-08C6-4A7D-AE60-24448F4F18CD},POINT (-107.6284866 36.31584170000008)
